UID,Review_ID,Name,Rating,Text
38,3,Hassan A.,3,mujhe mbl receive howa hai good 👍 in time and same Samsung product Jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn Melissa hai
38,4,Mrs A.,5,Perfect thanks
38,5,asim,5,thanks
38,6,Arsalan B.,5,excellent product
39,1,Mohsin B.,5,Securely packed and delivered. Exactly as described and ordered. There was no Tech Sirat Warranty card in the box. So I have reservations there. Apart from the warranty card All is Well.
39,2,Majid R.,5,Very good product and delivered on time. so far this year it is the best phone in 50K
39,3,arshad I.,5,Received same as advertised with color
40,1,Dr N.,5,MashAllah this seller Rocks once again. shayed kuch pakistanio k isi imaandari k badolat hamara mulk abhi tak salamat hai. Allah apke karobar main bht barkat dey. Excellant product. market main is rate main box pack available nhi. pehlay bhi maine inse Itel ka mobile lia tha wo bhi bht acha tha. Thanks alot seller and specially for Daraz to provide such reliable platform for us. jazak Allah.
40,2,Muhammad N.,2,not good mobile
40,3,Asad V.,1,"Its not a good phone at all, Purana Software hy Q Mobile jesa chalta bi thk say nahi hy battery bi jaldi low krta hy, Sastay kay chakr ma apna time aur paisa waste na karen. ."
40,4,3***2,5,Amazing product. nice dealer
40,5,ikrash A.,5,noice
40,6,Ahmad'S S.,4,Good Qulity #1111
41,1,3***9,5,very nice and Good packing...Jo dekha aur kaha tha wo hi received howa 3rd time received product and excellent Daraz..Thanks
41,2,Hamza R.,5,It was just awesome thanks daraz thank you so much Seller Same colour and outstanding service quick delivery...
41,3,3***3,5,"Grey order kya thw or blue receive hua, Bx yehi waja h jw daraz pr trust ni hota"
41,4,irfan M.,5,Excellent experience. Received next day. Thank you so much daraz team.
41,5,Syed T.,5,Colour blue select Kia tha msg bhe kia tha per black bhja baki mobile new hai orignal
41,6,Saghir A.,5,beaten service our zabardast prudect..
42,1,Majid R.,5,Best mobile in this price I recommend others to buy this specially from this seller Seller is very good responsive #ReviewWorldCup
42,2,Gul N.,5,ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر شکریہ
42,3,Atika K.,5,"Boht acha tajurba,raha, very kind perdon seller,,her bat ka boht achy sy reply kia,,mjhy ordrr jaldi chahye tha within 2 days mien order milgya,,box pack packing,,delivery bhi fast hui, ,Allah is seller k karobar mien taraqi dy"
42,4,Gul N.,5,ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر شکریہ
42,5,HAFIZ J.,5,very nice seller very coprative and very good product and service
42,6,Gul N.,5,ایک بار پھر شکریہ اس اسٹور والے کے ساتھ میرا دوسرا تجربہ کامیابی سے مکمل ہوا۔
44,1,Syed H.,5,"#11.11 i am very existed and happy, unbelievable delivery time👏, while a quality same as shown on daraz app store. I will highly recommended the seller. thank you 😊 for supplier’s and daraz."
44,2,Muhammad S.,5,Great Mobile.
45,1,M. F.,5,Thanks for Daraz & Tecno Flagship store Mobile boat acha hai or pin packed hai deliver bhi 1 din hogya. I am very happy once againThanks for Daraz & Tecno Flagship store.
45,2,A***.,5,This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon
45,3,Z***.,5,thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno
45,4,3***1,5,best experience with Daraz and best experience with this seller. great product and we'll packing.I satisfied with Daraz and with this store. best mobile Tecno Comman 20 with this price.
45,5,A***.,5,This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon
45,6,Z***.,5,thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno
46,1,Muhammad A.,5,"Genuine and Excellent Product. Loved the fast delivery and the mobile itself. Thanks #11.11 got it on discount. will recommend the seller and Daraz to others for quality and speed. Excellent Packing as well, Package packed in bubble wrap and was originally a sealed pin pack box. All accessories included, only handsfree missing by the company...😭 Other than that The feel of the mobile is amazing, is light weight and fast... Applied 144hz from get go. Was a lovely experience by Daraz. Thanks!"
46,2,Muhammad A.,2,I got my parcel timely I'm satisfied with my purchase. I bought it in official price before 11.11 but no gift 🎁
46,3,Muhammad A.,5,"order placed on 15th and received today (21.09.23) daraz should work on speedy delivery. packing was good. the box was sealed packed and includes a mobile, a transparent cover, sim eject pin, cable and a 67w charger. trusted supplier. the only week point of the seller is that it doesn't reply instantly. takes too much time for reply even replied after 2 to 3 days. any ways .... thanks to daraz and the supplier. Happy yo receive my order."
46,4,Osama B.,5,"Really liked the phone. Bought it in 11.11 sale. it's display, speed and overall performance is amazing. And obviously for camera just one word it's awesome. delivered in 3 4 days. Trusted seller. Highly recommended this phone if you have budget of 150k"
46,5,Sheikh I.,5,A very nice Xiaomi 13T model I am buying a Daraz 11.11 sale.
46,6,Asad S.,5,Sharing my review after 1 day use. So far so good. Delivery was a bit late and packing was not perfect but product was not damaged. I'll edit the review 7 day use.
47,1,3***1,5,Mobile is original as shown in the picture I give 5 Star to the seller honest seller But the leopard courier is third class delivery they could not deliver thier behaviour is very rude
47,2,Fatima S.,5,Bohat zabardast phone aya h same as shown mujha pehla dar tha k fake na ho but ya fake nai tha 10/10 ❤️❤️❤️
47,3,Naveed A.,5,#11.11 .Excellent service by daraz.purchase on installment cheaper then market.thanks daraz
47,4,Huda S.,5,😍Very authentic seller❤️thank you so much✨ received in a great condition and delivery was also fast...much better price on daraz 11.11 sale... it's PTA approved also 👍 recommended ✅ #11.11
47,5,Naveed A.,5,#11.11 .Excellent service by daraz.purchase on installment cheaper then market.thanks daraz
47,6,Sanjay K.,5,Good infinix Moblie And PTA Aproved Mobile Good sellar
48,1,G***.,5,Meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and One year warranty m
48,2,3***1,5,thnx sir muja umeed nahe ti muja atna Acha or bahtreen mobile mali g thnx team & thnx draz😘😘😘😘
48,3,K***.,5,"The phone is a star and the seller is a gem. I am always an Infinix phone lover but this one is the best of all. Phones speaker sound quality is pretty good with JBL and HiRes sound. All round fast charging works with any PD 3 charger, irrespective of brand and cable. screen brightness is excellent even if not AMOLED. The golden leather back add premium and flagship look to the phone. Thanks to the seller for answering the queries promptly and sending the pin packed, unactivated phone"
48,4,Muhammad S.,5,Amazing mobile phone. good delivery time.
48,5,adnan A.,5,MA SHA ALLAH jo order kia tha woi same mila ha Mobile bhut zeberdast ha use krnay main. excellent Bint e saeed and draz...
48,6,G***.,5,Meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and One year warranty m
49,1,Dhanesh K.,5,"well and protected packed, delivered well before defined time. original and PTA approved device. and yes prices were more competitive than other sellers on Redmi store. just seller need to improve chat response and response time whereas he also responded chat and ensured proper and regional product delivery. good experience with seller so far."
49,2,Muhammad S.,4,"Booked on 11.11.23 and delivered on 15.11.23 i.e fast delivery, original and same product i ordered. Well packaged but warranty card is not available in th box."
49,3,Wasi U.,5,"Very good service by seller, this is my second order. Product delivered on time and accuretly."
49,4,Yasir N.,5,nice set! best quality and best price.
49,5,Hafeez,5,Mashallah Bohot Payra Mobile ha 😍😍 Honest seller and value for money 💰
49,6,Hammad M.,5,Nice Product.
50,1,K***.,1,box was damaged. there was no seal on a box mobile was used .the gift they shown in pictures was different from what they sent .very bad experience .
50,2,Iijaz A.,1,mobiles itna mahnga lia battery time not good jo gift beja wo to bilcul h bekar ha is se acha 1000 ma jo daraz se order kary wo best ha main cheez no seal on the box box fully opened too much dispoint to see the mob and gift no handfree charger b i think change tha 3 ganty ma full charge karta din ma 2 bar charge karna parta but
50,3,Aftab A.,5,Nice mobile and good delivery.
50,4,Samsung A.,5,we are very happy to see the free gift with it.
50,5,Awais A.,5,excellent delivery service and good quality original mobile
50,6,Iijaz A.,1,mobiles itna mahnga lia battery time not good jo gift beja wo to bilcul h bekar ha is se acha 1000 ma jo daraz se order kary wo best ha main cheez no seal on the box box fully opened too much dispoint to see the mob and gift no handfree charger b i think change tha 3 ganty ma full charge karta din ma 2 bar charge karna parta but
51,1,Dr M.,5,ma samajhta hon mobile bohat achha ha fast ha camera achha ha lakin isma apko home screen pr hi ads milna shuru ho jainga jo hr kuch seconds bad start ho jainga ye bohat annoying experience ha
51,2,Shahzad Y.,5,Very satisfied....good experience.recieved in just two day's.
51,3,A***.,5,Great new packed Phone Same like as pictures Awesome battery timing Camera result Everything is great Thank you
51,4,A***.,5,Great new packed Phone Same like as pictures Awesome battery timing Camera result Everything is great Thank you
51,5,Adeel A.,5,"Good and newly packed phone, Accessories was complete and seller send the product on time.. Recommend to all!! 👍👍👍"
51,6,Malik M.,5,"nice set at price, looks good, performance good,"
52,1,Bakhtawar S.,4,The phone is very nice although the delivery was a little slow. The price was higher than the market even after discounts which is very disappointing.
52,2,Faisal A.,5,Alhumdulillah Thank you Seller and Daraz
52,3,Asfand A.,4,the product is same as shown price was higher than market price but it's good and same as shown recommend 👍❤😊
52,4,Bakhtawar S.,4,The phone is very nice although the delivery was a little slow. The price was higher than the market even after discounts which is very disappointing.
52,5,Asfand A.,4,the product is same as shown price was higher than market price but it's good and same as shown recommend 👍❤😊
52,6,MaRia H.,4,Delievery on time and it is same as shown
53,1,Mohammad A.,4,Battery Timing 🪫 Too Low 😞🔅 Looks wize Mobile Fresh!! Double Click On & Off Screen not working 😞 After I enabled Others 😕 sides remaining to clear And final Review!
53,2,Mohammad A.,4,Battery Timing 🪫 Too Low 😞🔅 Looks wize Mobile Fresh!! Double Click On & Off Screen not working 😞 After I enabled Others 😕 sides remaining to clear And final Review!
55,1,3***7,1,"After receiving my mobile, it was charged to 100% which took only one hour and the mobile switched off and now it's not getting charged and even not getting on. The seller is a complete FRAUD, I lost 10000 rupees. This seller must be blocked, no one to purchase..."
55,2,Talha,5,Good Quality condition 10/10 Thank you for Irfan Bhai
55,3,zubair,1,phone just aik do din chalne k baad automatically band ho gyi aur phir chali he nahi aur battery bilkul bekar thi na he storage thi phone mein maine return kar di hai Daraz walon ne bohot coperate kiya aur mujhe wapis meri amount bhej di
56,1,Rana A.,5,Very nice 👍 mobile
56,2,Khan S.,5,it is more than perfect... thanks daraz and thanks dealer
56,3,syeda,5,😅thri preshni thi mehngi chez phli dfa daraz sy buy krty hue k pta k orignle hgi k ni but dekh k sary doubt clear ho gye daraz ki dlivry srwis bht slow hti ja re bki fon A1h 😍
56,4,moosa U.,5,best mobile i m so happy ya mobile mine open is liya nhi kia mujhe gift krna hai wase mobile bhot axha hai .😀
56,5,Muhammad A.,5,I bought 2 mobiles and am fully satisfied with all services. Mobiles are very good even delivered on time. Thanks Daraz.
56,6,Ahmad,5,"The seller is very cooperative, the product is same as shown, the delivery time is very short"
57,1,3***6,5,waqt se pehly Dilevry hogai. mob b new he. jazakallah dear
57,2,3***6,5,waqt se pehly Dilevry hogai. mob b new he. jazakallah dear
58,1,3***9,5,honest seller fast shipping phone is very good camera results also nice all over good phone and I ordered again
58,2,reeb,5,"Original product, good service and quick delivery."
58,3,3***9,5,"Got the parcel in 2 days. Seller was way too helpful. Product is genuine, PTA approved. 12 months warranty from Advance Telecom. A nice handful and cost effective mobile phone. Highly recommend."
58,4,Moazzam A.,5,jazakallah honest seller and deliver in just 2 days authentic product product to apni jagah itni qeemat men bhot acha hai lekin asal men Jo muje free men mili woh seller ka Sacha aur jaldi response hai jis ki bhot ahmiyat hai Allah aap k karobar men taraqqi ata farmaey thank you so much
58,5,Syed M.,5,very nice mobile very good quality ♥️♥️♥️♥️♥️♥️
58,6,Humayun F.,5,"Very fast delivery, seller is very responsive and honest. Original product received in original packing with 1 year E warranty. Phone is also superb as per expectations."
59,1,Sheraz Q.,5,"Seems good, Box packed Mobile received well before the delivery timelines, packing was good. built quality is fine. my wife liked the blue colour. however Camera results are just ok not according to the 108 MP. rest i hope it will stay durable. thanks seller & ofcourse Thanks to Daraz for building such a good reputation enabling us to blindly made such a huge advance payment. Trusted online Shopping platform."
59,2,Dr.Noor M.,5,"Thank You Xiaomi Store Thank You Daraz The product was awesome, authentic and well packed I Loved it Keep up the good work Daraz! Love and best wishes always Totally satisfied"
59,3,Ehtesham S.,5,"I would like to appreciate Daraz and MI mobiles for their excellent services and communication, the mobile phone received well before the anticipated time, the packaging and delivery service was excellent and genuine product. Thank you MI and Daraz. I definitely recommend MI for their products and services"
59,4,Imran A.,5,"Though delivery guys marked ""Delivered"" but did not deliver on same day and I thought I would not receive original product. But received original product. As advertised, received same. Thanks Seller"
59,5,khan,5,zabardast maza agay thank you Daraz bhot acha set hay or time par bhaja hay thank you Daraz
59,6,Ali H.,5,"I recieved the product very well, even I ordered another mobile too. very good quality and satisfactory. I give it 10 out of 10."
60,1,0***2,1,fake seller kharab phone aya is seller sa buy nai krna islia post kr rha hoo mere trah koii or na purchase krla phone kharab aya on hi nai huwa
60,2,0***2,1,fake seller kharab phone aya is seller sa buy nai krna islia post kr rha hoo mere trah koii or na purchase krla phone kharab aya on hi nai huwa
62,1,Syed O.,5,#11.11 Very good phone and timely delivered.. impressive service
62,2,Sakina R.,5,"phone is so fine , no any scratches. phone accessories bhi complete thi, also service is soo perfect."
62,3,SYED T.,5,delivered same as shown.
62,4,0***0,5,nice mobile thanks saler
62,5,sadaqat A.,5,good product recommend
63,1,S***.,3,Warranty card is not there. I guess it's not new
63,2,S***.,3,Warranty card is not there. I guess it's not new
64,1,Aqib A.,5,Very good and nice mobile
64,2,Aqib A.,5,Very good and nice mobile
65,1,Muhammad A.,5,Aoa Jaisa bola waisa he mobile mila bohat khushi howi seller bi bohat cooperative ha jo color kaha wohi bheja thx seller market rate se kam pr mila zbrdst shabash
65,2,3***6,5,Highly recommended beautiful Mobile thank you seller 😍
65,3,Zain N.,1,Color was different than I order. I ordered purple but got black. The box of phone was already opened. Bad experience.
65,4,Kashif N.,5,Excellent to received parcel safe anf quickly .
65,5,*******940,5,the phone is good and service is excellent muja urgent chai tha so mena Ina Bata yeh muja jaldi chai hai so 3 din ma mobile Mera pass tha so thanks
65,6,3***6,5,packing bohot achi thi or fast delivery thi. mobile condition pinpack he with charger and warranty card. thanks
66,1,Samia R.,4,pehli br draz sy itni mehnghi cheez li ha. i was so scared. wo b advance payment py. ak tu is me headfone include nhi. wo msla company ka ha. dusra black color order kia ta. seller ny bina pochy yh bej dia. itna issue ni h at least ak br pochna chye na? i pay 41000 for it k market sy b zada h. wo b adjustable h. phone mujy bht psnd aya isk features. clr ghlt bejny ki wja giving 4 star.
66,2,3***8,5,"Perfect Mobile reasonable price , Delivery with in 2days Seller was good Thankyou so much"
66,3,View P.,5,- Very good quality built - Good performance - Safely delivered - Good seller service
66,4,View P.,5,- Very good quality built - Good performance - Safely delivered - Good seller service
66,5,3***7,5,same as shown in add. delivered safely. seller is very cooperative. thanks
66,6,Abubakar S.,5,original product and bought at a very competitive price. recommended seller
67,1,Wasi U.,5,"Thanks Daraz and seller, excellent service same as shown in picture and producg receive in 3 days"
67,2,Aitsam P.,5,buht pyari device h original PTA approved h thanks daraz and seller. ❤️❤️
67,3,i***z,5,original product hy A1 quality ky sath...munsab price ma... thanks
67,4,sajjad T.,5,owsm cell I am very satisfied with this cell
67,5,Muhammad H.,5,pls also guide how to get it's warranty card
67,6,Kashif I.,5,100 % okay.
69,1,Faheem Y.,5,Deliver on time good product 👍
69,2,Waqar B.,4,"Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market."
69,3,daud A.,5,original product delivered .... reliable seller ....... timely delivered ....!
69,4,daud A.,5,original product delivered .... reliable seller ....... timely delivered ....!
69,5,zubair,5,Thanx 4 sending blue clr market mai bht short ha aur black mai mil raha tha
69,6,Faheem Y.,5,Deliver on time good product 👍
70,1,Ahmad M.,5,Bht acha mobile h😍hm bht khush hain itna acha r discount py mobile khareda hmny ❤️thank you so much daraz and seller 💕😍seller is really very cooperative 😍Allah apko khush rkhy amen. ❤️Jo Jo chez mentioned h description mein. Wo sb delivered hoi h😍💙
70,2,SHAHID A.,5,excellent mobile with brand name on this price with 2 years security warranty. 👍
70,3,Muhammad A.,4,Best mobile in this price. Big screen he. Nicely raped by seller. Recommended for midrange persons.
70,4,Ahmad M.,5,Bht acha mobile h😍hm bht khush hain itna acha r discount py mobile khareda hmny ❤️thank you so much daraz and seller 💕😍seller is really very cooperative 😍Allah apko khush rkhy amen. ❤️Jo Jo chez mentioned h description mein. Wo sb delivered hoi h😍💙
70,5,Shabbir A.,5,"excellent,Jo order keya tha wohe mla or delivery in time. Nokia c31 acha mobile ha but camera itna khas nh ha tuch slow ha bs battery zabardust ha agr Kise NY camera k leye Lena ha to Bhaie logooo na Lena ......"
70,6,Ihsan E.,5,"I am giving review after 2 month use. facing no issue with the device. never hang. good speed, nice camera shoots and good battery timing. connectivity is excellent. in this price range its highly recommended from me"
71,1,Sheikh M.,5,"Experience was good, delivery on time"
71,2,Abbas ?.,5,#11.11 mashallah buhat he achi product hai daraz NO.1 app in Asia thank you daraz thank you saller❤️❤️❤️❤️❤️❤️
71,3,durreshahwar A.,5,ordered 2 phones from the seller it was recieved in pinpack condition and this one is working fine ALHAMDULILAH
71,4,Muhammed A.,5,"Very good Service, Received original and geniun product. Thanks Daraz 👍"
71,5,Sheikh M.,5,"Experience was good, delivery on time"
71,6,Shouaib A.,5,Thank You mobile received in good packing and on time.
72,1,Abubakar M.,3,"Just received didn’t open yet, Took 16 days to deliver. Daraz had no idea and could not help at all. Somebody should pay for this delay."
72,2,Omair,5,The product received well packed and within timeline. Comes with e-warranty so nothing to worry about. Nice n cooperative seller.
72,3,Syed O.,5,#11.11 Very good phone set.. recommended
72,4,0***1,5,Bhai Zabrdst service Mobile behtreen h Just 2 days me Mobil agia Mera thank you
72,5,Arsalan A.,4,Excellent mobile. camera is average.
72,6,Tamoor,4,timely delivered Availablity of instalment plan only six month which was not good it would be 12 month plan as previously available.
75,1,Essa B.,5,EXCELLENT PACKING 👌& MOBILE ORIGINAL AS PER SELLER DESCRIBED. HIGHLY RECOMMENDED 👍. MOBILE IS SO CUTE & SLIM LIGHT WEIGHT. MOBILE WORKING GREAT & CHARGING FASTLY. MOBILE WITH ANDRIOD 13 VERSION & MOBILE SPEED FOR REGULAR USAGE BEST. HONEST & BEST SELLER WITH HUGE DISCOUNTS. ALL ACCESSORIES INCLUDED. DARAZ BEST.
75,2,Asad U.,5,"Good Mobile Genuine, Trusted Seller.. Thank You So Much........."
75,3,Sajid A.,5,Same received as shown. Thanks a lot of seller and daraz also. 👍❤️👍
75,4,Nadeem A.,5,"if I'm not forgetting, I have bought a third phone from the seller. Delivery time makes me select the seller again and again and of course the product is genuine. unfortunately no discount 11.11 offer is given to me."
75,5,3***5,5,original product in time received but not receive doorstep thanks daraz and thanks saler very poor TCS coriour
75,6,Tauseef A.,5,it's good and fast delivery 👍.
76,1,Ghazia R.,5,"Amazing, delivered on time and quality is amazing"
76,2,Ghazia R.,5,"Amazing, delivered on time and quality is amazing"
77,1,Azfar K.,5,mobile bilkol original hae or bhot achi packing Kar k vendor nae Bheja or Kafi fast delivery thi 2 days Mae mare pass pohanch gaya thanks to daraz team and vendor and Lapboard company.
77,2,M***.,5,Seller is very cooperative. Had a very good experience buying this cellphone. Original product and professionalism from seller is more than good.
77,3,Muaz M.,5,everything is fine
77,4,Mahrukh A.,5,Fast delivery phone is up to my expectations. seller is very honest and respond timely
77,5,Hassan R.,5,Quick service excellent.
77,6,Adnan F.,5,excellent phn and seller
78,1,Guest G.,5,"Product is original. Charger, Cable, Protector & cover was also present in box. Only system of warranty is unclear. Delivery was very late."
78,2,**********84,5,very nice PTA prove nice bht bht Khushi hoi mobile dykh kr thanks draz
78,3,S***.,5,We get it fast delivery and good item with warranty
78,4,C.R.P. S.,5,GOOD DILIVERY TIME WAS LONG BUT ALTHOUGH GREAT
78,5,3***5,5,outclass v nyc
78,6,G.a ..,5,good mobile
79,1,Raeessagar,5,mashallah bohat pyara mobile phone hai charj 5.0 zabadat hai
79,2,Maniha A.,5,very amazing product 👏😄
79,3,Javaid I.,5,received very nice
80,1,Naresh K.,5,Mobile Acha tha jo Color manga tha wohi send kia seller ne thanks
80,2,MOHSIN I.,4,good set lakin colour jo manga wo nhe mila tha bus...
81,1,Tanweer A.,5,ALHAMDULILLAH ACHA MOBILE NIKLA.... JAZAK ALLAH DARAZ.... MN NY DARAZ SY DO MERTABA MOBILE MANGWAYA HY
81,2,Aman K.,4,"ok, satisfied but it was Nokia 105 not Nokia 106."
81,3,Mian A.,3,Speaker is not well remaining all good.
82,1,Muhammad F.,5,Nice one receive same as pic and good packing nice seller service and PTA approve device very nice..❤❤❤
82,2,Muhammad F.,5,very nice good 👍👍👍
82,3,ahmedurrehman,5,good quality phone worth buying product. same as shown in pics fast and durable set seller is also good. 11.11sell was very beneficial and helpful for me to buy good phone
82,4,Bilal A.,5,Very Nice and cooperative Seller. My Parcel received in 24 hours. Delivery Service is very Good. Overall Mobile packing is very Good.
82,5,Abdul R.,5,Original product with quick delivery. Thanks
82,6,N***.,5,Very satisfied with this phone. Wanted a cheap smartphone for work and this is better than my expectations at this price. Happy with the purchase.
83,1,Muhammad I.,5,seller is very cooperative and well manner. I will recommend. I have received techno spark 10 pro same as I ordered. I will give him five star because I requested him to deliver the mobile as soon as possible and he did the same I have received my parcel in 2 days only . I loved to buy again from him. thanks
83,2,Hina F.,5,Today I received my ordar 1st ko ordar kiya tha. 3 days mai recive hogya jaisa dekha tha waisa ge aya color ja issue tha tu seller nai contact kiya I appreciated hus effort set sach m bht acha hy
83,3,sidra K.,5,Masha allah bht acha mobile Hy. delivery bht jaldi hogai Hy. .... thank you so much
83,4,sidra K.,5,Masha allah bht acha mobile Hy. delivery bht jaldi hogai Hy. .... thank you so much
83,5,neda W.,5,allhamdullillah bht acha cell phone h love it
83,6,Nadeem I.,5,"What a service provided by the seller, excellent service quality and excellent delivery. I ordered the product and received the product very next day, amazing. Very cooperative seller. Thanks Ali Communication (Khanewal) Thanks Daraz"
84,1,Zain Z.,5,I received my product before Delievery date Thr phone was box packed I recommend this seller for Phone Buying I am truly satisfied with the seller
84,2,3***0,5,"excellent service, very cooperative seller, very fast delivery"
84,3,Anne M.,5,"Alhamdolillah, got my package delivered super fast within 12hrs 50 mins to be exact, even before the initial expected arrival date. Seller was super cooperative, humble and replied instantly in chat. The parcel itself was packed firmly, carefully and securely. The phone was PTA approved. The official warranty started on the date of purchase. I'm more than satisfied with my experience. Highly recommended! Thank you very much Daraz and Seller! Jazakallah!"
84,4,Dr A.,5,Alhamdullilah ❤️ Original Product 👌 Recommended 👍🏻
84,5,hizar H.,5,It’s my first order from daraz.original device bheji hai seller ny main ny sy baat kar ky delivery fast karwai thi on time mujhy mobile mil gya I’ll recommend this seller
84,6,3***5,5,bth acha thanks daraz jasa mangwaya whe byja h r 1 din my he delivery h gya bundle of thanks
85,1,Ahsan I.,1,"Received in good condition but there are alarming things: 1. Warranty was already started 20 days ago 2. Charging is pathetic, it stops charging after 5-10% then you need to replug the charger 3. seller doesn't reply 😒 #11.11"
85,2,Astra F.,4,"1- Received the product in time. 2- The product was the same as shown. 3- the product in itself was fine but don't expect more than what you have paid. 4- The best part about it is it's super fast charger with the battery to actually pull the weigh of it. 5- I tried inquiring about it ""BEFORE"" the purchase but the seller didn't answered 6-I ended up not liking the mobile cuz of the lack of features, so I tried contacting them again, this time they did answered but weren't willing for the return"
85,3,Junaid R.,2,"well it seems like it's an repack mobile phone, after checking warranty on website its warranty was started before my order, secondly its box packing was also doubtful maybe because it was open before to activate its warranty. i received after 8 days. shouldn't be delayed this much secondly seller reply always come after a day or never reply 😔 . disappointed but company really made a good phone 📱 good in use."
85,4,Saeed,5,shopkeeper's Wonderful response got the mobile on time
85,5,Swaid,5,Delivered in only 2 days. Good phone
85,6,Abbas H.,5,"Awesome Product, nicely packed, Timely Received."
86,1,M***.,4,received the parcel in appropriate condition. price is good seller was coperative. color size and sleakness of the mobile is kamaal. i hope it would work fine.
86,2,Jehangir K.,5,"received well packed in perfect condition, overall very happy with my purchase and will be buying again"
86,3,Shazia R.,1,The mobile blacked out after 4 days. It is a fake product. The seller is not solving the problem. Don’t buy this is a big scam. The seller is very dishonest. It is Draz mall approved product and even the Mart is not copererating and taking any responsibility
86,4,M***.,4,received the parcel in appropriate condition. price is good seller was coperative. color size and sleakness of the mobile is kamaal. i hope it would work fine.
86,5,Shazia R.,1,The mobile blacked out after 4 days. It is a fake product. The seller is not solving the problem. Don’t buy this is a big scam. The seller is very dishonest. It is Draz mall approved product and even the Mart is not copererating and taking any responsibility
86,6,Syed M.,1,phone kabhi kabhi white screen hojata hai or hang bhi ho Raha hai
87,1,Moazzam,5,100 percent original product. The seller shipped fast but the daraz delivery service was very poor because of the #11.11 sale. received 3 days late after delivery timeline.
87,2,Mati M.,5,Genuine & Authentic product. Seller is highly recommended & professional who responds to all my queries on time.
87,3,Syed I.,5,Orginal Mobile recommended to all
87,4,3***0,5,"Excellent Product, as per ordered specifications, working perfectly . Fast & accurate delivery . Thank you Daraz & the supplier. 👍"
87,5,Muhammad M.,5,Ma Sha Allah New. aur Original Mobile
87,6,Asad U.,5,"Genuine Product and Trusted Seller, Thanks"
88,1,Muhammad U.,5,Tecno spark 10C genuine mobile condition ok new piece i liked it very much
88,2,Salman S.,5,"Received on time the seller was very cooperative. originally requested green colour but due to unavailability from company, had to settle for blue."
88,3,عنایت ن.,5,excellent seller good cooperation timely delivered
88,4,Shahjahan A.,5,mashallah orginal received hua ha thanks saller and thanks draz❤️
88,5,Dawood K.,5,"Great customer support, prompt response to queries and smoothly proccessing orders. timely delivered. greatly appreciated, and highly recommended"
88,6,Rao F.,5,seller bohat zada acha hai is nay 2 din me order bhejdiya Jahan 23 ko received hona tha cell b acha hai thank you so much yar AP logo ki waja se daraz kamiyab hai keep it up
89,1,Talal S.,5,"Overall satisfied with the product and timely delivery. However there is one grievance with the buyer i.e. I was communicated that blue color is out of stock therefore I went for black. However, blue was still shown available on the product page. Won't deduct any points for that though overall experience was good!"
89,2,Talal S.,5,"Overall satisfied with the product and timely delivery. However there is one grievance with the buyer i.e. I was communicated that blue color is out of stock therefore I went for black. However, blue was still shown available on the product page. Won't deduct any points for that though overall experience was good!"
90,1,rubina A.,5,Both Acha phone hai tanks seller thanks daraz colour b outstanding hai use main behtreen use k bàad view dy rahe thanks again
90,2,Mehboob U.,5,"very positive approach and was as I ordered and mobile is working good. very happy to have that thans to retailer and also to daraz. as per my expectations fingerprints senser and fast charging not available. my suggestion is to please write all specifications on ad. Dex tracking number is not working on website but phone was delivered on very 1st of expected dates between 18 July to 21 July and received on 18th of July. was surprised and happy. good response front retailer on every chat but very poor or no response from daraz chat. due to daraz no response and tracking ID status not available on website, I was afraid and confused and wanted to cancel my order if not reached on 18th of July but was surprised to have that. please improve response to have good customer experience. Thank you"
90,3,MATTI U.,5,It's really good 👍 Original Samsung product with best hardware and software nice screen panel and camera also According to price it is the best mobile from a brand In one sentence It is value for money device
90,4,F***.,5,"Well packed, with seal pack box. With charger."
90,5,rubina A.,5,Both Acha phone hai tanks seller thanks daraz colour b outstanding hai use main behtreen use k bàad view dy rahe thanks again
90,6,MATTI U.,5,It's really good 👍 Original Samsung product with best hardware and software nice screen panel and camera also According to price it is the best mobile from a brand In one sentence It is value for money device
91,1,MUHAMMAD W.,3,Nice same as description no fault but invoice bill or warranty card is not included how I claim my mobile and resealed box
